Timestamp,Number of Worms (non-counted),Phosphorous01,Phosphorous02,Nitrogen01,Nitrogen02,Potassium01,Potassium02,Light Intensity,Temp01,Hum01,Heat01,SoilM01,SoilM02,Grams of Compost Harvested,Buzzer,Compost Notes
"6 Apr 2024, 10:46 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:47 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:48 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:49 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:50 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:51 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:52 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:53 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:54 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:55 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:56 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:57 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:58 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 10:59 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:00 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:01 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:02 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:03 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:04 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:05 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:06 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:07 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:08 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:09 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:10 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:11 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:12 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:13 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:14 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:15 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:16 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:17 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:18 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:19 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:20 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:21 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:22 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:23 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:24 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:25 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:26 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:27 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:28 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:29 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:30 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:31 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:32 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:33 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:34 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:35 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:36 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:37 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:38 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:39 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:40 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:41 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:42 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:43 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:44 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:45 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:46 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:47 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:48 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:49 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:50 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:51 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:52 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:53 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:54 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:55 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:56 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:57 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:58 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
"6 Apr 2024, 11:59 PM",,HEX,HEX,HEX,HEX,HEX,HEX,NaN,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
,,,,,,,,,,0,,,,,,
